,date,week,year,seasonNumber,home,away,homeScore,awayScore,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeHB,homeFB,homeFL,homeSE,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeDE,homeNT,homeLOLB,homeLILB,homeRILB,homeROLB,homeLCB,homeRCB,homeSS,homeFS,awayOE,awayQB,awayRB,awayFB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayDT,awayNT,awaySLB,awayMLB,awayWLB,awayLCB,awayRCB,awaySS,awayFS,away First Downs,home First Downs,away Rush-Yds-TDs,home Rush-Yds-TDs,away Cmp-Att-Yd-TD-INT,home Cmp-Att-Yd-TD-INT,away Sacked-Yards,home Sacked-Yards,away Net Pass Yards,home Net Pass Yards,away Total Yards,home Total Yards,away Fumbles-Lost,home Fumbles-Lost,away Turnovers,home Turnovers,away Penalties-Yards,home Penalties-Yards,away Third Down Conv.,home Third Down Conv.,away Fourth Down Conv.,home Fourth Down Conv.,away Time of Possession,home Time of Possession,awayLDT,awayLOLB,awayRDE,awayRDT,awayROLB,homeLDE,homeLDT,homeMLB,homeRB,homeRDE,homeRDT,homeWR,awayLLB,awayRLB,homeDT,homeOLB,homeILB,homeSLB,homeWLB,homeUT,awayBLB,awayUT,awayOLB,awayS,homeLLB,homeRLB,awayHB,homeMIKE,homeSAM,homeWILL,awayJLB,awayLILB,awayRILB,awayH-B,awayCB,awayILB,homeCB,homeDB,awayDE,homeLOT,homeROT,awayLB,homeH-B,homeOE,homeBLB,homeDL,homeS,homeJLB,awayFL,awaySE,awayLOT,awayROT,awaySAM,awayWILL,awayDB,awayTB,homeLB,homeNB,awayMIKE,homeXDB,awayDL
20,September 17,2,2006,87,Chicago Bears,Detroit Lions,34,7,Lovie Smith,Rod Marinelli,2-0,0-2,outdoors,grass,Chicago Bears -7.0,32.0 (over),Rex Grossman,,,,,Desmond Clark,John Tait,Ruben Brown,Olin Kreutz,Roberto Garza,Fred Miller,,,,,,,Charles Tillman,Nathan Vasher,Mike Brown,Chris Harris,,Jon Kitna,Kevin Jones,Cory Schlesinger,Roy Williams,Dan Campbell,Jeff Backus,Rick DeMulling,Dominic Raiola,Damien Woody,Rex Tucker,Cory Redding,,Shaun Cody,Alex Lewis,Paris Lenon,Ernie Sims,Fernando Bryant,Dre' Bly,Kenoy Kennedy,Terrence Holt,15,22,14-46-1,34-89-0,23-30-230-0-0,21-28-294-4-0,6-31,0-0,199,294,245,383,3-3,2-1,3,1,14-104,6-93,1-9,6-12,1-1,0-0,27:00,33:00,,,James Hall,,,Adewale Ogunleye,Tommie Harris,Brian Urlacher,Thomas Jones,Alex Brown,Ian Scott,Muhsin Muhammad,,,,,,Brendon Ayanbadejo,Lance Briggs,,,Shaun Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,September 17,2,2006,87,Cincinnati Bengals,Cleveland Browns,34,17,Marvin Lewis,Romeo Crennel,2-0,0-2,outdoors,fieldturf,Cincinnati Bengals -10.5,40.5 (over),Carson Palmer,Rudi Johnson,,,,Reggie Kelly,,Andrew Whitworth,Rich Braham,Bobbie Williams,,,,,,,,Deltha O'Neal,Tory James,Dexter Jackson,Madieu Williams,,Charlie Frye,Reuben Droughns,Terrelle Smith,Dennis Northcutt,Kellen Winslow,Kevin Shaffer,Joe Andruzzi,Hank Fraley,Cosey Coleman,Ryan Tucker,Orpheus Roye,,Ted Washington,,Andra Davis,D'Qwell Jackson,Leigh Bodden,Gary Baxter,Sean Jones,Brian Russell,17,27,20-57-2,32-160-2,20-33-244-0-2,24-40-352-2-2,0-0,4-31,244,321,301,481,1-1,0-0,3,2,2-27,9-49,2-10,8-15,0-1,0-0,25:55,34:05,,Matt Stewart,Alvin McKinley,,Kamerion Wimbley,Bryan Robinson,Sam Adams,Brian Simmons,,Justin Smith,John Thornton,Chris Henry,,,,,,David Pollack,Landon Johnson,,,,,,,,,,,,,,,,,,,,,Eric Steinbach,Willie Anderson,,,,,,,,,,,,,,,,,,,,
22,September 17,2,2006,87,Indianapolis Colts,Houston Texans,43,24,Tony Dungy,Gary Kubiak,2-0,0-2,dome,fieldturf,Indianapolis Colts -12.5,47.0 (over),Peyton Manning,,,,,Dallas Clark,Tarik Glenn,Dylan Gandy,Jeff Saturday,Jake Scott,Ryan Diem,,,,,,,Nick Harper,Jason David,Antoine Bethea,Bob Sanders,,David Carr,Wali Lundy,Jameel Cook,Andre Johnson,Owen Daniels,Charles Spencer,Chester Pitts,Mike Flanagan,Steve McKinney,Zach Wiegert,Jason Babin,,,,,,,,Glenn Earl,C.C. Brown,18,34,23-108-0,35-125-2,22-26-219-3-0,26-38-400-3-0,4-28,2-10,191,390,299,515,4-2,1-1,2,1,8-58,7-60,4-9,9-12,0-0,0-0,25:04,34:56,Travis Johnson,,Mario Williams,Anthony Weaver,,Robert Mathis,Montae Reagor,Gary Brackett,Dominic Rhodes,Dwight Freeney,Raheem Brock,Reggie Wayne,,,,,,Gilbert Gardner,Cato June,,,,,,,,,,,,,,,,Dunta Robinson,,,,,,,Morlon Greenwood,Ben Utecht,,,,,,,,,,,,,,,,,,
23,September 17,2,2006,87,Miami Dolphins,Buffalo Bills,6,16,Nick Saban,Dick Jauron,0-2,1-1,outdoors,grass,Miami Dolphins -6.5,37.0 (under),Daunte Culpepper,,,,,Justin Peelle,L.J. Shelton,Jeno James,Rex Hadnot,Bennie Anderson,Vernon Carey,,Keith Traylor,,,,,Will Allen,Andre' Goodman,Travares Tillman,Renaldo Hill,,J.P. Losman,Willis McGahee,,Roscoe Parrish,Robert Royal,Mike Gandy,Tutan Reyes,Melvin Fowler,Chris Villarrial,Jason Peters,Chris Kelsay,,,Keith Ellison,London Fletcher,Angelo Crowell,Terrence McGee,Nate Clements,Donte Whitner,Ko Simpson,12,15,32-105-0,20-92-0,11-18-83-1-0,23-32-250-1-1,2-17,7-60,66,190,171,282,0-0,2-0,0,1,4-30,6-75,4-13,6-15,0-0,1-1,30:59,29:01,Larry Tripplett,,Aaron Schobel,Tim Anderson,,Kevin Carter,,Zach Thomas,Ronnie Brown,,,Marty Booker,,,Vonnie Holliday,,,Donnie Spragan,,,,,,,,,,,,,,,,,,,,Eddie Jackson,,,,,,Jason Taylor,,,,,,,,,,,,,,,,,
24,September 17,2,2006,87,Atlanta Falcons,Tampa Bay Buccaneers,14,3,Jim Mora,Jon Gruden,2-0,0-2,dome,fieldturf,Atlanta Falcons -4.5,36.0 (under),Michael Vick,,Justin Griffith,,,Alge Crumpler,Wayne Gandy,Matt Lehr,Todd McClure,Kynan Forney,Todd Weiner,,Grady Jackson,,,,,DeAngelo Hall,Jimmy Williams,Lawyer Milloy,Chris Crocker,,Chris Simms,Cadillac Williams,Mike Alstott,Joey Galloway,Alex Smith,Anthony Davis,Dan Buenning,John Wade,Sean Mahan,Kenyatta Walker,,Chris Hovan,,,Shelton Quarles,,Juran Bolden,Ronde Barber,Jermaine Phillips,Will Allen,22,22,16-40-0,44-306-1,28-53-313-0-3,10-16-92-1-1,1-2,3-16,311,76,351,382,0-0,3-1,3,2,8-99,8-83,7-14,5-13,0-0,0-0,25:51,34:09,,,,,,Patrick Kerney,,Keith Brooking,Warrick Dunn,Chauncey Davis,,Michael Jenkins,,,,,,,Demorrio Williams,Roderick Coleman,,,Ryan Nece,,,,,,,,,,,,,,,,Simeon Rice,,,,,,Michael Boley,,,,,,,,,,,,,,,,
25,September 17,2,2006,87,San Francisco 49ers,St. Louis Rams,20,13,Mike Nolan,Scott Linehan,1-1,1-1,outdoors,grass,St. Louis Rams -3.0,44.5 (under),Alex Smith,,Chris Hetherington,,,Vernon Davis,Adam Snyder,Tony Wragge,Eric Heitmann,Justin Smiley,Kwame Harris,,,,Derek Smith,Jeff Ulbrich,Manny Lawson,Shawntae Spencer,Walt Harris,Tony Parrish,Mike Adams,,Marc Bulger,Steven Jackson,Paul Smith,Torry Holt,Joe Klopfenstein,Orlando Pace,Todd Steussie,Richie Incognito,Adam Timmerman,Alex Barron,Leonard Little,,Jimmy Kennedy,Brandon Chillar,Will Witherspoon,Pisa Tinoisamoa,Travis Fisher,Fakhir Brown,Corey Chavous,O.J. Atogwe,17,14,28-118-0,33-127-1,19-34-185-1-0,11-22-233-1-0,6-38,0-0,147,233,265,360,1-1,1-1,1,1,6-40,2-20,7-17,4-12,1-1,0-0,34:37,25:23,,,Anthony Hargrove,,,Bryant Young,,,Frank Gore,Melvin Oliver,,Arnaz Battle,,,,,,,,,,La'Roi Glover,,,,,,,,,,,,,,,,,,,,,,,,Marques Douglas,,,,,,,,,,,,,,,
26,September 17,2,2006,87,Seattle Seahawks,Arizona Cardinals,21,10,Mike Holmgren,Dennis Green,2-0,1-1,outdoors,fieldturf,Seattle Seahawks -7.0,48.0 (under),Matt Hasselbeck,,Mack Strong,,,,Walter Jones,Floyd Womack,Robbie Tobeck,Chris Gray,Sean Locklear,,,,,,,Kelly Herndon,Marcus Trufant,Michael Boulware,Ken Hamlin,,Kurt Warner,Edgerrin James,,Larry Fitzgerald,Adam Bergen,Leonard Davis,Chris Liwienski,Alex Stepanovich,Milford Brown,Reggie Wells,Chike Okeafor,,Kendrick Clancy,,Gerald Hayes,Orlando Huff,Antrel Rolle,Eric Green,Adrian Wilson,Robert Griffith,17,20,20-65-0,36-146-2,24-38-231-1-1,12-27-221-1-2,5-40,3-26,191,195,256,341,5-1,1-0,2,2,11-66,7-73,6-14,6-13,0-0,0-0,28:07,31:53,,,Bertrand Berry,,,Bryce Fisher,Chartric Darby,Lofa Tatupu,Shaun Alexander,Grant Wistrom,Rocky Bernard,Darrell Jackson,,,,Julian Peterson,,,,,,Darnell Dockett,Darryl Blackstock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,September 17,2,2006,87,New York Jets,New England Patriots,17,24,Eric Mangini,Bill Belichick,1-1,2-0,outdoors,fieldturf,New England Patriots -6.0,38.5 (over),Chad Pennington,,,,,Sean Ryan,D'Brickashaw Ferguson,Norm Katnik,Nick Mangold,Brandon Moore,Anthony Clement,,,,,,,Andre Dyson,Justin Miller,,,,Tom Brady,Corey Dillon,,Reche Caldwell,Ben Watson,Matt Light,Logan Mankins,Dan Koppen,Steve Neal,Ryan O'Callaghan,Ty Warren,,,,Junior Seau,,Asante Samuel,Ellis Hobbs,Rodney Harrison,Eugene Wilson,24,16,39-147-2,24-52-0,15-29-220-1-1,22-37-306-2-1,1-9,4-20,211,286,358,338,1-1,0-0,2,1,6-64,4-48,8-14,11-18,0-0,0-1,30:16,29:44,Vince Wilfork,,Richard Seymour,Mike Wright,,Shaun Ellis,,Jonathan Vilma,Derrick Blaylock,Bryan Thomas,,Laveranues Coles,,,Kimo von Oelhoffen,Eric Barton,,,,,,,Mike Vrabel,,,,,,,,,,,,,,,,,,,,,,,,Erik Coleman,,,,,,,,,,,,,,
28,September 17,2,2006,87,San Diego Chargers,Tennessee Titans,40,7,Marty Schottenheimer,Jeff Fisher,2-0,0-2,outdoors,grass,San Diego Chargers -12.0,38.5 (over),Philip Rivers,,,,,Antonio Gates,Marcus McNeill,Kris Dielman,Nick Hardwick,Mike Goff,Shane Olivea,,,,,,,Quentin Jammer,Drayton Florence,Terrence Kiel,Marlon McCree,,Kerry Collins,Chris Brown,,Bobby Wade,Ben Troupe,Michael Roos,Zach Piller,Kevin Mawae,Benji Olson,David Stewart,Kyle Vanden Bosch,,,,Peter Sirmon,,Reynaldo Hill,Adam Jones,Chris Hope,Lamont Thompson,14,26,19-55-0,37-241-3,13-39-163-1-2,25-36-235-1-0,0-0,0-0,163,235,218,476,2-0,0-0,2,0,6-55,7-53,2-12,5-13,2-3,1-2,21:25,38:35,Randy Starks,,Travis LaBoy,Albert Haynesworth,,Luis Castillo,,,LaDainian Tomlinson,Jacques Cesaire,,Keenan McCardell,David Thornton,Keith Bulluck,Jamal Williams,Shawne Merriman,Donnie Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,September 17,2,2006,87,Denver Broncos,Kansas City Chiefs,9,6,Mike Shanahan,Herm Edwards,1-1,0-2,outdoors,grass,Denver Broncos -11.0,38.0 (under),Jake Plummer,,Kyle Johnson,,,Stephen Alexander,Matt Lepsis,Ben Hamilton,Tom Nalen,Cooper Carlisle,George Foster,,,,,,,Champ Bailey,Darrent Williams,Nick Ferguson,John Lynch,,Damon Huard,Larry Johnson,Ronnie Cruz,Eddie Kennison,Tony Gonzalez,Kyle Turley,Brian Waters,Casey Wiegmann,Will Shields,Kevin Sampson,Tamba Hali,,,,Kawika Mitchell,,Ty Law,Patrick Surtain,Sammy Knight,Greg Wesley,16,18,34-145-0,36-145-0,17-23-133-0-0,16-30-173-0-1,1-2,0-0,131,173,276,318,3-2,1-0,2,1,4-26,0-0,5-13,3-14,0-0,1-1,30:47,34:23,Ron Edwards,Derrick Johnson,Jared Allen,James Reed,Kendrell Bell,Kenard Lang,Michael Myers,Al Wilson,Tatum Bell,Ebenezer Ekuban,Gerard Warren,Javon Walker,,,,,,D.J. Williams,Ian Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,September 17,2,2006,87,Dallas Cowboys,Washington Redskins,27,10,Bill Parcells,Joe Gibbs,1-1,0-2,outdoors,fieldturf,Dallas Cowboys -7.0,37.0 (push),Drew Bledsoe,,,,,Jason Witten,Flozell Adams,Kyle Kosier,Andre Gurode,Marco Rivera,Marc Colombo,,Jason Ferguson,,,,,Terence Newman,Anthony Henry,Roy Williams,Pat Watkins,,Mark Brunell,Ladell Betts,,Santana Moss,Chris Cooley,Chris Samuels,Derrick Dockery,Casey Rabach,Randy Thomas,Jon Jansen,Phillip Daniels,,,Marcus Washington,Lemar Marshall,Warrick Holdman,Kenny Wright,Carlos Rogers,Adam Archuleta,Sean Taylor,16,22,20-93-0,31-138-1,18-32-197-0-1,19-38-237-2-0,6-45,1-8,152,229,245,367,1-0,1-1,1,1,11-117,9-90,2-14,6-16,0-1,1-1,28:05,31:55,Cornelius Griffin,,Andre Carter,Joe Salave'a,,Marcus Spears,,Bradie James,Julius Jones,Chris Canty,,Terrell Owens,,,,,,Greg Ellis,DeMarcus Ware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akin Ayodele,,,,,,,,,,,,,
31,September 18,2,2006,87,Jacksonville Jaguars,Pittsburgh Steelers,9,0,Jack Del Rio,Bill Cowher,2-0,1-1,outdoors,grass,Pittsburgh Steelers -2.5,36.5 (under),Byron Leftwich,,Derrick Wimbush,,,Kyle Brady,Khalif Barnes,Vince Manuwai,Brad Meester,Chris Naeole,Maurice Williams,,,,,,,Rashean Mathis,Brian Williams,Donovin Darius,Deon Grant,,Ben Roethlisberger,,,,Heath Miller,Marvel Smith,Alan Faneca,Jeff Hartings,Kendall Simmons,Max Starks,Aaron Smith,,Casey Hampton,,,,Ike Taylor,Deshea Townsend,Troy Polamalu,Ryan Clark,9,17,14-26-0,30-110-0,17-32-141-0-2,26-39-260-0-1,2-14,1-8,127,252,153,362,1-0,1-0,2,1,3-25,10-86,3-13,6-18,0-1,0-1,22:35,37:25,,Clark Haggans,Brett Keisel,,Joey Porter,Rob Meier,Marcus Stroud,Mike Peterson,Fred Taylor,Paul Spicer,John Henderson,Reggie Williams,,,,Daryl Smith,,,,,,,,,,,Willie Parker,,,,,James Farrior,Larry Foote,,,,,,,,,,,,,,,,Hines Ward,Cedrick Wilson,,,,,,,,,,,
32,September 24,3,2006,87,Indianapolis Colts,Jacksonville Jaguars,21,14,Tony Dungy,Jack Del Rio,3-0,2-1,dome,fieldturf,Indianapolis Colts -6.5,41.5 (under),Peyton Manning,,,,,Dallas Clark,Tarik Glenn,Dylan Gandy,Jeff Saturday,Jake Scott,Ryan Diem,,,,,,,Nick Harper,Jason David,Mike Doss,Antoine Bethea,,Byron Leftwich,Fred Taylor,,Ernest Wilford,George Wrighster,Khalif Barnes,Vince Manuwai,Brad Meester,Chris Naeole,Maurice Williams,Rob Meier,,,,Mike Peterson,,Rashean Mathis,Brian Williams,Donovin Darius,Deon Grant,20,14,40-191-1,20-63-1,16-28-107-1-2,14-31-219-1-0,1-1,2-10,106,209,297,272,0-0,0-0,2,0,4-38,4-35,9-16,6-13,1-1,0-0,39:24,20:36,Marcus Stroud,,Paul Spicer,John Henderson,,Robert Mathis,Montae Reagor,Gary Brackett,Dominic Rhodes,Dwight Freeney,Raheem Brock,Marvin Harrison,,,,,,Gilbert Gardner,Cato June,,,,Nick Greisen,,,,,,,,,,,,,,,,,,,,Ben Utecht,,,,,,,,,,,,,,,,,,
33,September 24,3,2006,87,Buffalo Bills,New York Jets,20,28,Dick Jauron,Eric Mangini,1-2,2-1,outdoors,astroplay,Buffalo Bills -6.0,33.0 (over),J.P. Losman,,Daimon Shelton,,,Robert Royal,Mike Gandy,Tutan Reyes,Melvin Fowler,Chris Villarrial,Jason Peters,,,,,,,Terrence McGee,Nate Clements,Donte Whitner,Ko Simpson,,Chad Pennington,Kevan Barlow,B.J. Askew,Jerricho Cotchery,Chris Baker,D'Brickashaw Ferguson,Norm Katnik,Nick Mangold,Brandon Moore,Anthony Clement,Shaun Ellis,Kimo von Oelhoffen,,,Jonathan Vilma,,Andre Dyson,David Barrett,,,15,26,24-74-2,31-169-1,19-29-183-1-0,22-39-328-1-1,1-1,3-22,182,306,256,475,0-0,2-2,0,3,8-52,6-43,4-12,3-12,1-1,1-4,26:47,33:13,,Eric Barton,Bryan Thomas,,Victor Hobson,Chris Kelsay,Larry Tripplett,London Fletcher,Willis McGahee,Aaron Schobel,Tim Anderson,Lee Evans,,,,,,Keith Ellison,Angelo Crowell,,,,,Derrick Strait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,September 24,3,2006,87,Detroit Lions,Green Bay Packers,24,31,Rod Marinelli,Mike McCarthy,0-3,1-2,dome,fieldturf,Detroit Lions -6.5,41.0 (over),Jon Kitna,,Cory Schlesinger,,,Dan Campbell,Jeff Backus,Ross Verba,Dominic Raiola,Damien Woody,Jonathan Scott,,Shaun Cody,,,,,Jamar Fletcher,Dre' Bly,Daniel Bullocks,Terrence Holt,,Brett Favre,Ahman Green,William Henderson,Donald Driver,,Chad Clifton,Daryn Colledge,Scott Wells,Tony Moll,Mark Tauscher,Aaron Kampman,,,Brady Poppinga,Nick Barnett,A.J. Hawk,Charles Woodson,Al Harris,Marquand Manuel,Nick Collins,18,23,27-60-0,23-105-1,25-36-340-3-0,25-40-342-2-1,0-0,3-23,340,319,400,424,3-2,1-0,2,1,5-30,6-46,7-15,3-12,0-0,1-3,30:40,29:20,Cullen Jenkins,,Kabeer Gbaja-Biamila,Ryan Pickett,,Cory Redding,,,Kevin Jones,James Hall,,Roy Williams,,,,,,Paris Lenon,Ernie Sims,Shaun Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,Jon McGraw,,,,,,,,,,,,,,
35,September 24,3,2006,87,Pittsburgh Steelers,Cincinnati Bengals,20,28,Bill Cowher,Marvin Lewis,1-2,3-0,outdoors,dessograss,Pittsburgh Steelers -2.0,42.0 (over),Ben Roethlisberger,Willie Parker,,Hines Ward,Cedrick Wilson,Heath Miller,Marvel Smith,Alan Faneca,Jeff Hartings,Kendall Simmons,Max Starks,,Casey Hampton,Clark Haggans,James Farrior,Larry Foote,Joey Porter,Ike Taylor,Deshea Townsend,Troy Polamalu,Ryan Clark,,Carson Palmer,,Jeremi Johnson,T.J. Houshmandzadeh,Reggie Kelly,,Eric Steinbach,Eric Ghiaciuc,Bobbie Williams,,Bryan Robinson,,,Rashad Jeanty,Brian Simmons,Landon Johnson,Deltha O'Neal,Tory James,Kevin Kaesviharn,Madieu Williams,15,27,25-87-0,38-170-2,18-26-193-4-2,18-39-208-0-3,6-34,3-13,159,195,246,365,3-1,2-2,3,5,5-45,2-25,4-12,7-16,1-1,3-3,26:09,33:51,Sam Adams,,Justin Smith,John Thornton,,Aaron Smith,,,,Brett Keisel,,,,,,,,,,,,,,,,,Rudi Johnson,,,,,,,,,,,,,,,,,,,,,,,,Levi Jones,Willie Anderson,,,,,,,,,
36,September 24,3,2006,87,Miami Dolphins,Tennessee Titans,13,10,Nick Saban,Jeff Fisher,1-2,0-3,outdoors,grass,Miami Dolphins -10.5,36.0 (under),Daunte Culpepper,,Darian Barnes,,,Randy McMichael,L.J. Shelton,Jeno James,Rex Hadnot,Kendyl Jacox,Vernon Carey,,Keith Traylor,,,,,Will Allen,Andre' Goodman,Travares Tillman,Renaldo Hill,,Kerry Collins,Travis Henry,,Drew Bennett,Bo Scaife,Michael Roos,Zach Piller,Kevin Mawae,Benji Olson,Jacob Bell,Kyle Vanden Bosch,,,,Peter Sirmon,,Reynaldo Hill,Adam Jones,Chris Hope,Lamont Thompson,14,17,22-62-0,36-159-1,19-33-269-1-2,17-26-168-0-0,2-15,6-38,254,130,316,289,2-1,2-1,3,1,6-47,5-29,6-14,6-16,0-0,0-0,24:31,35:29,Randy Starks,,Travis LaBoy,Albert Haynesworth,,Kevin Carter,,Zach Thomas,Ronnie Brown,,,Marty Booker,David Thornton,Keith Bulluck,Vonnie Holliday,,,Donnie Spragan,Channing Crowder,,,,,,,,,,,,,,,,,,,,,,,,,Jason Taylor,,,,,,,,,,,,,,,,,
37,September 24,3,2006,87,Houston Texans,Washington Redskins,15,31,Gary Kubiak,Joe Gibbs,0-3,1-2,retractable roof (closed),grass,Washington Redskins -3.5,37.5 (over),David Carr,,,,,Jeb Putzier,Ephraim Salaam,Chester Pitts,Drew Hodgdon,Steve McKinney,Zach Wiegert,,,,,,,Dunta Robinson,Lewis Sanders,Glenn Earl,C.C. Brown,,Mark Brunell,Clinton Portis,,Santana Moss,Chris Cooley,Chris Samuels,Derrick Dockery,Casey Rabach,Randy Thomas,Jon Jansen,Phillip Daniels,,,Marcus Washington,Lemar Marshall,Warrick Holdman,Kenny Wright,Carlos Rogers,Adam Archuleta,Sean Taylor,25,17,41-234-3,18-61-0,24-27-261-1-0,19-29-208-2-1,0-0,1-8,261,200,495,261,1-1,3-1,1,2,12-126,7-57,9-13,3-7,0-0,0-0,38:27,21:33,Cornelius Griffin,,Andre Carter,Kedric Golston,,Jason Babin,Travis Johnson,DeMeco Ryans,Ron Dayne,Mario Williams,Anthony Weaver,Eric Moulds,,,,,,,Morlon Greenwood,,,,,,,,,,,,,,,,,,Dexter McCleon,,,,,,,,,,,,,,,,,,,,,,,,
38,September 24,3,2006,87,Tampa Bay Buccaneers,Carolina Panthers,24,26,Jon Gruden,John Fox,0-3,1-2,outdoors,grass,Carolina Panthers -3.0,33.5 (over),Chris Simms,,Mike Alstott,,,Anthony Becht,Anthony Davis,Dan Buenning,John Wade,Sean Mahan,Kenyatta Walker,Simeon Rice,,,,,,Juran Bolden,Ronde Barber,Jermaine Phillips,Will Allen,,Jake Delhomme,DeShaun Foster,Brad Hoover,Keyshawn Johnson,Mike Seidman,Jordan Gross,Mike Wahle,Geoff Hangartner,Evan Mathis,Jeremy Bridges,Julius Peppers,,,Thomas Davis,Chris Draft,Adam Seward,Chris Gamble,Ken Lucas,Colin Branch,Mike Minter,22,13,28-101-1,25-64-2,22-36-272-1-0,14-25-155-1-1,3-23,1-10,249,145,350,209,3-3,1-1,3,2,7-40,6-56,2-12,4-12,1-1,1-1,34:23,25:37,Ma'ake Kemoeatu,,Mike Rucker,Kris Jenkins,,,,Barrett Ruud,Cadillac Williams,,,Joey Galloway,,,Anthony McFarland,Derrick Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,September 24,3,2006,87,Minnesota Vikings,Chicago Bears,16,19,Brad Childress,Lovie Smith,2-1,3-0,dome,fieldturf,Chicago Bears -3.5,35.0 (push),Brad Johnson,,Tony Richardson,,,Jim Kleinsasser,Bryant McKinnie,Steve Hutchinson,Matt Birk,Artis Hicks,Marcus Johnson,,Pat Williams,,,,,Antoine Winfield,Cedric Griffin,Darren Sharper,Dwight Smith,,Rex Grossman,Thomas Jones,Jason McKie,Muhsin Muhammad,Desmond Clark,John Tait,Ruben Brown,Olin Kreutz,Roberto Garza,Fred Miller,Adewale Ogunleye,Tommie Harris,Ian Scott,Hunter Hillenmeyer,Brian Urlacher,Lance Briggs,Charles Tillman,Nathan Vasher,Mike Brown,Danieal Manning,19,11,21-51-0,24-97-0,23-41-278-1-2,21-31-194-0-0,1-4,1-5,274,189,325,286,0-0,2-2,2,2,10-82,8-83,5-15,5-15,1-1,0-1,28:21,31:39,,,Alex Brown,,,Darrion Scott,,Napoleon Harris,Chester Taylor,Kenechi Udeze,,Troy Williamson,,,,,,Ben Leber,E.J. Henderson,Kevin Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,September 24,3,2006,87,Cleveland Browns,Baltimore Ravens,14,15,Romeo Crennel,Brian Billick,0-3,3-0,outdoors,grass,Baltimore Ravens -6.5,33.0 (under),Charlie Frye,,,,,Kellen Winslow,Kevin Shaffer,Joe Andruzzi,Hank Fraley,Cosey Coleman,Ryan Tucker,,Ted Washington,Kamerion Wimbley,,,Matt Stewart,Leigh Bodden,Daven Holly,Sean Jones,Brian Russell,,Steve McNair,Jamal Lewis,,Derrick Mason,Daniel Wilcox,Jonathan Ogden,Edwin Mulitalo,Mike Flynn,Keydrick Vincent,Tony Pashos,Trevor Pryce,Haloti Ngata,Kelly Gregg,,Ray Lewis,,Chris McAlister,Samari Rolle,Dawan Landry,Ed Reed,18,17,27-86-0,19-38-1,23-41-264-1-0,21-33-298-1-1,2-10,7-48,254,250,340,288,1-0,1-1,0,2,5-30,2-17,7-17,6-14,0-1,0-0,31:51,28:09,,,Terrell Suggs,,,Ethan Kelley,,Andra Davis,Jerome Harrison,Alvin McKinley,,Braylon Edwards,Adalius Thomas,Bart Scott,,,,,D'Qwell Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,September 24,3,2006,87,San Francisco 49ers,Philadelphia Eagles,24,38,Mike Nolan,Andy Reid,1-2,2-1,outdoors,grass,Philadelphia Eagles -6.0,42.5 (over),Alex Smith,,,,,Billy Bajema,Jonas Jennings,Adam Snyder,Eric Heitmann,Justin Smiley,Kwame Harris,,,Brandon Moore,Derek Smith,Jeff Ulbrich,Manny Lawson,Shawntae Spencer,Walt Harris,Tony Parrish,Mike Adams,,Donovan McNabb,Correll Buckhalter,,Reggie Brown,L.J. Smith,Tra Thomas,Todd Herremans,Jamaal Jackson,Shawn Andrews,Jon Runyan,Darren Howard,,,,Jeremiah Trotter,,Sheldon Brown,Roderick Hood,Michael Lewis,Brian Dawkins,16,23,18-150-2,28-123-2,18-33-296-2-0,27-46-293-1-0,3-30,3-24,266,269,416,392,1-1,3-2,1,2,9-72,8-64,5-12,7-18,0-0,1-1,24:39,35:21,Mike Patterson,,Trent Cole,Darwin Walker,,Bryant Young,,,Frank Gore,,,Antonio Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marques Douglas,,,,,,,Dhani Jones,Matt McCoy,,,,,,,
